municipio,periodo_global,REM,Model,Flag,APC,Joinpoints,Final Selected Model
TUBARÁ,57,0.78,0.53,,-1.0507,0,0
USIACURÍ,71,10.60,14.89,,119.9957*,2,2
USIACURÍ,70,5.56,6.77,,119.9957*,2,2
USIACURÍ,69,2.72,3.08,,119.9957*,2,2
USIACURÍ,66,0.18,0.29,Joinpoint 1,,2,2
USIACURÍ,65,0.27,0.30,,-2.7432*,2,2
USIACURÍ,64,0.16,0.31,,-2.7432*,2,2
USIACURÍ,53,0.32,0.41,,-2.7432*,2,2
USIACURÍ,59,0.35,0.35,,-2.7432*,2,2
USIACURÍ,57,2.14,0.37,,-2.7432*,2,2
USIACURÍ,52,0.37,0.43,,-2.7432*,2,2
USIACURÍ,36,1.58,0.67,,-2.7432*,2,2
USIACURÍ,72,33.27,32.75,Joinpoint 2,,2,2
USIACURÍ,63,0.36,0.31,,-2.7432*,2,2
USIACURÍ,73,25.29,23.38,,-28.6171*,2,2
USIACURÍ,13,0.68,1.26,,-2.7432*,2,2
USIACURÍ,75,16.97,11.91,,-28.6171*,2,2
USIACURÍ,76,20.34,8.50,,-28.6171*,2,2
USIACURÍ,77,7.43,6.07,,-28.6171*,2,2
USIACURÍ,78,1.79,4.33,,-28.6171*,2,2
USIACURÍ,22,2.04,0.98,,-2.7432*,2,2
USIACURÍ,20,0.84,1.04,,-2.7432*,2,2
USIACURÍ,15,1.49,1.19,,-2.7432*,2,2
USIACURÍ,25,0.32,0.90,,-2.7432*,2,2
USIACURÍ,12,1.08,1.30,,-2.7432*,2,2
USIACURÍ,11,0.96,1.33,,-2.7432*,2,2
USIACURÍ,8,4.31,1.45,,-2.7432*,2,2
USIACURÍ,7,4.24,1.49,,-2.7432*,2,2
USIACURÍ,6,1.84,1.53,,-2.7432*,2,2
USIACURÍ,1,0.58,1.76,,-2.7432*,2,2
USIACURÍ,74,14.23,16.69,,-28.6171*,2,2
USIACURÍ,28,0.38,0.83,,-2.7432*,2,2
